"_id","uid","date","day","timeTable","total","type","percent","sTime","eTime"
"547","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"548","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"549","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"550","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"551","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"552","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"553","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"554","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"555","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"556","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"557","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"558","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"559","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"560","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"561","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"562","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"563","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"564","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"565","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"566","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"567","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"568","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"569","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"570","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"571","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"572","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"573","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"574","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"575","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"576","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"577","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"578","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"579","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"580","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"581","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"582","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"583","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"584","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"585","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"586","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"587","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"588","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"589","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"590","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"591","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"592","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"593","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"594","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"595","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"596","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"597","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"598","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"599","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"600","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"601","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"602","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"603","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"604","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"605","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"606","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"607","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"608","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"609","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"610","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"611","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"612","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri1","38","Red","50.66666666666667","2018-12-07 10:30:00","2018-12-07 11:45:00"
"613","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri2","2","Blue","2.666666666666667","2018-12-07 12:00:00","2018-12-07 13:15:00"
"614","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-07","7","fri4","0","Blue","0.0","2018-12-07 15:30:00","2018-12-07 16:15:00"
"615","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","7","mon0","0","Blue","0.0","2018-12-10 09:00:00","2018-12-10 10:15:00"
"616","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-10","7","mon5","0","Blue","0.0","2018-12-10 16:30:00","2018-12-10 17:45:00"
"617","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-11","7","tue4","5","Blue","6.666666666666667","2018-12-11 15:30:00","2018-12-11 16:15:00"
"618","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-11","7","tue5","2","Blue","2.666666666666667","2018-12-11 16:30:00","2018-12-11 17:45:00"
"619","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-11","7","tue2","75","Red","100.0","2018-12-11 12:00:00","2018-12-11 13:15:00"
"620","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-12","4","wed2","18","Yellow","24.0","2018-12-12 12:00:00","2018-12-12 13:15:00"
"621","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-12","4","wed1","14","Yellow","18.666666666666668","2018-12-12 10:30:00","2018-12-12 11:45:00"
"622","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-12","4","wed0","3","Blue","4.0","2018-12-12 09:00:00","2018-12-12 10:15:00"
"623","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-13","5","thu5","11","Yellow","14.666666666666666","2018-12-13 16:30:00","2018-12-13 17:45:00"
"624","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-14","6","fri1","21","Yellow","28.000000000000004","2018-12-14 10:30:00","2018-12-14 11:45:00"
"625","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-14","6","fri2","19","Yellow","25.333333333333336","2018-12-14 12:00:00","2018-12-14 13:15:00"
"626","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-14","6","fri4","12","Yellow","16.0","2018-12-14 15:30:00","2018-12-14 16:15:00"
"627","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-17","2","mon0","2","Blue","2.666666666666667","2018-12-17 09:00:00","2018-12-17 10:15:00"
"628","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-17","2","mon5","31","Yellow","41.333333333333336","2018-12-17 16:30:00","2018-12-17 17:45:00"
"629","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-18","3","tue4","42","Red","56.00000000000001","2018-12-18 15:30:00","2018-12-18 16:15:00"
"630","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-18","3","tue5","5","Blue","6.666666666666667","2018-12-18 16:30:00","2018-12-18 17:45:00"
"631","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-18","3","tue2","46","Red","61.33333333333333","2018-12-18 12:00:00","2018-12-18 13:15:00"
"632","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-19","4","wed2","31","Yellow","41.333333333333336","2018-12-19 12:00:00","2018-12-19 13:15:00"
"633","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-19","4","wed1","6","Blue","8.0","2018-12-19 10:30:00","2018-12-19 11:45:00"
"634","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-19","4","wed0","4","Blue","5.333333333333334","2018-12-19 09:00:00","2018-12-19 10:15:00"
"635","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-20","5","thu5","10","Yellow","13.333333333333334","2018-12-20 16:30:00","2018-12-20 17:45:00"
"636","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-21","6","fri1","8","Yellow","10.666666666666668","2018-12-21 10:30:00","2018-12-21 11:45:00"
"637","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-21","6","fri2","5","Blue","6.666666666666667","2018-12-21 12:00:00","2018-12-21 13:15:00"
"638","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-21","6","fri4","16","Yellow","21.333333333333336","2018-12-21 15:30:00","2018-12-21 16:15:00"
"639","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-24","2","mon0","4","Blue","5.333333333333334","2018-12-24 09:00:00","2018-12-24 10:15:00"
"640","otfKOMf7VUaB5lxUARO0HNusxPB2","2018-12-24","2","mon5","19","Yellow","25.333333333333336","2018-12-24 16:30:00","2018-12-24 17:45:00"
